Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2010,Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,206,..,..,23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73,..,..,..,710,..,..,..,..,..,..,..,..,..,..,2375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,536,..,..,..,..,..,..,..,..,..,..,..,..,267,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,379,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4914,..,..,391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,124,..,..,..,..,..,..,..,..,..,..,..
2010,Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..,..,..,..,..,..,..,163,..,..,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14080,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,396,..,81,4109,..,..,..,..,..,..,..,19647,192,..,..,..,..,..,..,603,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,..,..,623,..,..,..,..,..,..,..,..,..,..,913,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,90,3829,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,236,..,..,6843,..,..,..,..,..,..,..,..,27,..,..,..,..,..,101,15,..,..,..,..,..,238,..,..,..,..,..,..,..,..,..,..,..,105,..,238,..,..,..,..,..,..,..,..,..,..,..
2010,Mali,..,..,1820,..,..,268,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2129,..,..,..,..,..,..,..,..,..,11187,..,..,..,2260,..,..,..,975,..,..,..,324,..,..,..,..,14060,..,..,9650,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8458,..,..,16004,2163,..,..,9111,..,..,..,..,..,..,..,8145,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1979,..,..,..,..,..,..,..,..,..,..,..,..,8668,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1880,5797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,308,..,..,..,..,..,..,..,..,..,..,2612,..,..,4216,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3553,..,..,..,..,..,..,..,..,..,..,..,..,..,851,..,..,..,..,..,..,..,..,..,..,..
2010,Mauritania,..,..,1075,..,..,..,..,..,41,..,..,..,..,..,..,..,..,..,..,35,..,327,..,..,..,..,..,101,..,..,..,..,..,..,..,254,35,..,..,..,33,..,..,54,..,..,..,..,..,..,..,304,..,..,..,..,..,..,82,..,..,..,..,..,128,..,..,..,..,..,..,..,..,..,..,..,..,50,..,..,..,93,..,..,..,..,..,..,..,1460,539,..,..,..,..,..,..,..,..,..,79,..,..,..,31,..,..,..,..,..,..,16,..,..,..,64,..,..,80,..,..,..,..,..,..,..,4066,..,..,..,..,..,..,..,..,..,..,..,..,202,..,..,..,..,..,..,..,..,..,79,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,48,..,..,..,..,..,..,..,..,..,185,22356,..,..,..,..,..,..,..,..,..,..,..,53,..,93,..,..,..,..,..,75,..,..,..,..,79,..,..,..,138,..,..,..,..,..,..,37,..,..,65,..,..,..,..,..,..,..,..,..,..,..
2010,Niger,..,..,266,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6507,..,..,..,..,..,..,..,..,..,10543,..,..,..,180,..,..,..,..,410,..,..,..,..,..,..,..,..,..,..,534,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,647,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88,..,..,..,..,..,..,..,21811,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9889,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,705,..,..,..,..,..,..,..,..,..,..,..,..,..,..,219,..,..,..,..,..,..,..,..,..,3002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,168982,..,..,..,..,..,..,..,..,..,..,..,..,..,12911,..,..,..,..,14006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9862,..,..,..,..,..,..,..,..,77277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1956,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70908,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Senegal,..,..,1477,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1772,..,..,..,..,..,301,..,..,..,..,..,..,..,379,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1425,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6447,..,..,..,2189,..,423,1310,..,..,..,..,..,..,..,30925,12442,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,678,..,..,..,..,..,..,..,..,..,..,17956,..,..,..,26729,..,..,..,..,..,..,..,..,1916,..,..,..,..,..,..,..,..,..,851,591,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,653,..,..,..,6678,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1055,..,..,..,..,..,..,..,..,..,..,..,..,..,375,..,..,..,..,..,..,..,..,..,..,..
2010,Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82,..,..,..,..,..,..,..,..,..,19,..,..,..,..,13,..,..,..,..,..,..,252,..,..,..,..,..,..,..,39,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2460,..,63,782,..,..,..,..,..,..,..,38335,13,..,..,..,..,..,..,214,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,986,..,6094,..,..,..,..,..,..,..,..,932,..,..,..,97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121,1198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,19,..,..,..,..,..,..,..,..,..,..,433,..,..,..,..,..,..,..,..,..,33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,..,..,..,..,..,..,300,..,217,..,..,..,..,..,..,..,..,..,..,..
2010,Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,..,32742,..,..,..,..,..,..,..,..,..,6572,..,20,..,396,27,..,..,190,428,..,..,374,..,..,..,..,140,..,..,1593,..,..,..,..,..,..,291,..,..,..,..,..,..,..,59,..,..,..,..,..,..,..,522,..,..,443,535,..,81,18384,..,..,..,..,..,..,..,1623,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76,..,..,..,..,..,..,..,..,4202,..,..,..,58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33071,16721,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,367,..,..,..,..,..,..,..,19,..,504,..,..,43,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87,..,..,..,..,..,..,..,..,..,..,..
2010,ASIA,2533046,1815,21544,..,..,34,..,..,19645,99445,34,37676,9850,125026,..,22243,3996478,..,62709,7280,..,10,..,41355,25,1215,5,157014,32,20459,226526,..,5,128,313225,33,42629,..,..,6,4739,..,1585,2083785,179445,50678,1271,..,521,..,65,8,148,99,..,4809,825,34420,378,3204,..,..,2,229,1437503,7,..,18089,1074,123712,..,..,77,1368,50105,..,..,..,..,54558,256777,1097,5,45314,..,..,21,442,14,..,..,..,17,..,5,6715,68,6464752,1739954,53950,986309,1695,..,31484,10100,6,59241,293625,32811,1353,..,64136,14662,414071,2775,113089,..,1,12231,..,5206,21,5,5,580060,765,..,35,..,..,269,126,..,2277,..,..,12078,..,..,84251,2,1328968,5,..,715156,21711,..,8631,7,17,15954,..,..,9999,5824,2512036,16,16,27,..,33285,983953,42268,1807,28,6639,404589,12950,..,54294,1745948,2,..,..,..,..,..,..,..,..,34061,44,1264,19,5,65922,..,219,71,..,119201,9013,12434,3327,472051,1412944,359674,60,25,4660,9200,493082,30218,65217,117842,11518,1,..,..,2,17447,90765,8297,..,..,375,295787,39215,139183,269,217929,12,2888,224835,..,248,186686,..,..,541628,403,134
2010,Central Asia,3906,..,61,..,..,..,..,..,..,13074,..,..,31,42658,..,..,..,..,52316,..,..,..,..,..,..,..,..,..,..,12,1996,..,..,..,..,..,24,..,..,..,..,..,..,1317,..,..,..,..,..,..,..,..,..,..,..,..,..,30324,..,62,..,..,..,..,..,..,..,..,756,..,..,..,..,75,..,..,..,..,..,3997,107750,..,..,3801,..,..,..,..,..,..,..,..,..,..,..,..,..,283,..,2096,30,..,..,..,..,..,..,..,21210,..,..,..,10403,..,972,..,..,..,..,..,3469,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,51,..,12,..,..,..,..,18,44,..,..,..,..,..,..,14743,..,..,..,15542,7561,..,247,1648842,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,..,15473,..,..,..,..,..,..,..,..,24057,1745,..,..,..,229142,..,182,..,126,12,..,187089,..,..,78,..,..,..,12,..
2010,Kazakhstan,..,..,..,..,..,..,..,..,..,5021,..,..,..,25197,..,..,..,..,32087,..,..,..,..,..,..,..,..,..,..,..,1996,..,..,..,..,..,..,..,..,..,..,..,..,1139,..,..,..,..,..,..,..,..,..,..,..,..,..,29359,..,..,..,..,..,..,..,..,..,..,487,..,..,..,..,..,..,..,..,..,..,1906,101905,..,..,3801,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2978,..,544,..,..,..,..,..,2224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13338,..,..,..,15421,5851,..,..,1057208,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8052,..,..,..,..,..,..,..,..,23134,596,..,..,..,154460,..,..,..,..,..,..,138322,..,..,..,..,..,..,..,..
2010,Kyrgyzstan,..,..,..,..,..,..,..,..,..,1383,..,..,..,2682,..,..,..,..,4207,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155,..,..,..,..,..,..,..,..,..,..,..,..,..,893,..,..,..,..,..,..,..,..,..,..,269,..,..,..,..,75,..,..,..,..,..,1786,862,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5702,..,..,..,..,..,428,..,..,..,..,..,1245,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1386,..,..,..,121,1349,..,247,50550,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1213,..,..,..,..,..,..,..,..,567,481,..,..,..,11918,..,..,..,..,..,..,4580,..,..,78,..,..,..,..,..
2010,Tajikistan,3906,..,61,..,..,..,..,..,..,90,..,..,31,79,..,..,..,..,313,..,..,..,..,..,..,..,..,..,..,12,..,..,..,..,..,..,24,..,..,..,..,..,..,23,..,..,..,..,..,..,..,..,..,..,..,..,..,72,..,62,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,305,63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,283,..,549,30,..,..,..,..,..,..,..,385,..,..,..,5161,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,51,..,12,..,..,..,..,18,44,..,..,..,..,..,..,19,..,..,..,..,361,..,..,103093,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,..,..,..,..,..,356,205,..,..,..,554,..,182,..,126,12,..,3449,..,..,..,..,..,..,12,..
2010,Turkmenistan,..,..,..,..,..,..,..,..,..,3355,..,..,..,3600,..,..,..,..,2481,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,746,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1547,..,..,..,..,..,..,..,..,8592,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25788,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2384,..,..,..,..,..,..,40738,..,..,..,..,..,..,..,..
2010,Uzbekistan,..,..,..,..,..,..,..,..,..,3225,..,..,..,11100,..,..,..,..,13228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4174,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6531,..,..,..,2264,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,412203,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6208,..,..,..,..,..,..,..,..,..,463,..,..,..,59826,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Eastern Asia,..,..,..,..,..,..,..,..,1430,..,..,15766,265,..,..,..,14902,..,..,314,..,..,..,..,..,..,..,145209,..,..,10,..,..,..,6879,..,28804,..,..,..,..,..,..,1693101,154306,42966,..,..,..,..,..,..,..,..,..,..,10,382,..,225,..,..,..,..,717,..,..,..,..,..,..,..,..,271,6771,..,..,..,..,..,5322,847,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,26796,63627,2177,..,866,..,..,1623,..,16265,..,712,..,..,..,884,1,..,..,..,..,..,..,..,..,..,..,14830,..,..,..,..,..,..,..,..,880,..,..,11983,..,..,..,..,3290,..,..,11533,1130,..,4323,..,..,2143,..,..,187,..,18831,..,..,..,..,32116,156776,447,1139,..,..,364142,..,..,..,7401,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5379,..,3,..,..,..,671,..,1049,22034,..,..,..,..,698,985,..,..,3,48026,..,..,..,..,..,..,104,..,..,..,..,..,..,26254,..,88635,..,1,14397,..,..,89493,..,..,..,..,..
2010,China,..,..,..,..,..,..,..,..,..,..,..,2990,..,..,..,..,1803,..,..,..,..,..,..,..,..,..,..,40254,..,..,..,..,..,..,..,..,5005,..,..,..,..,..,..,..,141321,11708,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5048,15654,..,..,..,..,..,..,..,3959,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3427,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2496,..,..,..,..,7306,33313,..,..,..,..,104362,..,..,..,1624,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2133,..,..,..,..,..,..,..,..,..,7437,..,..,..,..,..,..,..,..,..,..,..,..,..,5403,..,15133,..,..,..,..,..,16797,..,..,..,..,..
2010,"China, Hong Kong SAR",..,..,..,..,..,..,..,..,..,..,..,4729,..,..,..,..,269,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7888,..,..,..,..,..,..,1008141,..,31258,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1386,..,..,..,..,..,1394,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8295,13427,..,..,384,..,..,385,..,6952,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6933,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4327,635,..,1400,..,..,..,..,..,..,..,4312,..,..,..,..,..,2857,..,46,..,..,1888,..,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4250,..,..,..,..,..,..,..,192,256,..,..,..,..,..,488,..,..,..,2050,..,..,..,..,..,..,..,..,..,..,..,..,..,10546,..,7193,..,..,..,..,..,3907,..,..,..,..,..
2010,"China, Macao SAR",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,118191,12885,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3356,..,884,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,194,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Dem. People's Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,98,..,..,..,..,54,..,..,..,..,..,..,..,..,..,..,1262,..,..,..,..,..,..,..,..,169,..,..,..,..,..,..,13314,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,171,326,..,..,..,..,..,..,..,104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77,..,..,..,..,237,1018,..,..,..,..,2431,..,..,..,70,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45,..,..,..,..,..,..,..,..,..,214,..,..,..,..,..,..,..,..,..,..,..,..,..,159,..,496,..,..,..,..,..,373,..,..,..,..,..
2010,Japan,..,..,..,..,..,..,..,..,1430,..,..,4387,256,..,..,..,4576,..,..,314,..,..,..,..,..,..,..,103693,..,..,..,..,..,..,1206,..,4495,..,..,..,..,..,..,309056,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,225,..,..,..,..,717,..,..,..,..,..,..,..,..,269,4075,..,..,..,..,..,2684,847,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10118,11196,2177,..,477,..,..,1229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3762,..,..,..,..,..,..,..,..,880,..,..,..,..,..,..,..,..,..,..,..,495,..,1462,..,..,1227,..,..,187,..,4633,..,..,..,..,24573,94533,439,209,..,..,254560,..,..,..,3514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1129,..,..,..,..,..,..,..,857,4092,..,..,..,..,698,490,..,..,..,18566,..,..,..,..,..,..,..,..,..,..,..,..,..,7216,..,22788,..,..,..,..,..,18793,..,..,..,..,..
2010,Mongolia,..,..,..,..,..,..,..,..,..,..,..,124,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,99,..,..,..,..,..,..,7444,..,..,..,..,..,..,..,..,..,..,..,..,10,382,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,53,..,..,..,..,..,97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,62,..,..,..,5,..,..,9,..,193,..,88,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,110,8,..,..,..,901,..,..,..,1119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,3,..,..,..,..,..,..,..,104,..,..,..,..,..,..,61,..,373,..,1,..,..,..,215,..,..,..,..,..
2010,Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,3438,..,..,..,..,8200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5673,..,11148,..,..,..,..,..,..,236955,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1257,..,..,..,..,..,1147,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3102,23024,..,..,..,..,..,..,..,5057,..,624,..,..,..,884,..,..,..,..,..,..,..,..,..,..,..,616,..,..,..,..,..,..,..,..,..,..,..,11983,..,..,..,..,3290,..,..,7206,..,..,1461,..,..,916,..,..,..,..,7296,..,..,..,..,..,21589,..,..,..,..,..,..,..,..,1062,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,671,..,..,15508,..,..,..,..,..,..,..,..,..,19565,..,..,..,..,..,..,..,..,..,..,..,..,..,2869,..,42652,..,..,14397,..,..,49408,..,..,..,..,..
