Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2010,Botswana,..,..,..,..,..,"1,338",..,..,..,..,..,174,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,163,..,..,..,..,..,..,113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,277",143,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,326",..,..,..,248,..,..,168,..,..,..,..,262,..,..,..,..,..,..,"1,143",..,..,..,..,..,203,"1,457",..,..,..,..,..,..,..,563,..,..,..,..,..,..,..,..,387,..,676,..,..,224,..,..,..,..,264,..,..,148,..,235,..,..,..,..,..,..,..,157,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86,..,..,..,..,..,..,..,"9,954",..,..,702,..,..,..,189,147,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,555,..,..,"5,742","1,093",580,..,..,..,..,..,..,..,..,..,"4,488","11,229"
2010,Lesotho,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,1,..,..,..,..,..,..,..,..,..,..,..,..,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,236",..,..,..,..,..,..,19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,..,..,..,41,41,..,..,..,..,..,..,..,..,..,32,32
2010,Namibia,25,..,255,..,..,"15,149",..,280,31,..,..,328,280,..,37,35,12,..,..,91,..,88,..,..,..,..,336,311,..,..,24,37,152,..,..,21,104,..,..,..,..,..,9,877,..,..,..,..,468,..,..,9,..,403,..,..,51,..,"1,647",37,..,..,..,..,68,..,..,..,..,144,..,..,..,56,295,..,..,..,48,..,"5,224",59,..,..,..,..,..,..,..,21,..,..,..,..,..,..,..,233,56,12,..,31,..,48,454,..,71,..,..,550,..,..,..,..,..,18,65,..,18,..,..,24,..,172,..,..,..,..,..,..,..,63,..,..,..,..,..,..,..,..,59,..,..,..,..,264,..,21,..,..,381,..,..,35,..,18,..,..,..,..,..,155,110,177,..,..,21,..,..,14,188,158,..,..,..,..,..,..,..,..,..,12,..,35,88,..,..,..,..,..,28,"4,250",..,141,..,..,110,..,107,54,247,..,..,..,43,..,..,..,..,..,..,14,..,..,..,236,35,..,992,557,608,..,..,..,..,..,..,..,..,..,"1,063","7,125"
2010,South Africa,35,81,98,..,..,"16,397",..,..,"1,075",..,..,"3,525","2,011",..,..,121,505,5,107,"3,238",..,58,19,..,118,104,"13,427","1,351",5,12,"1,622",..,"3,067",..,..,644,"2,389",..,..,22,..,..,279,"8,948",692,..,328,24,"7,020",..,..,296,411,558,..,"2,085",794,93,"15,511","1,038",..,..,..,..,"1,847",..,..,210,24,"1,123",..,..,17,402,"3,230",..,..,116,..,..,"24,804","1,894",12,"3,535",..,..,..,..,24,24,15,26,..,..,..,..,5,"16,351",513,296,37,"5,815",..,"1,827","9,307",100,815,19,..,"7,758",..,22,19,12,118,370,"105,810",404,26,..,197,15,213,"10,751",591,15,44,199,..,..,..,"3,555",..,132,..,3,..,..,..,333,"99,476",120,"45,858",12,42,"7,924",..,"1,308",60,7,"2,606",5,3,573,12,"1,822",..,24,26,51,79,769,"4,196","18,456",..,..,718,..,264,732,"1,509","2,403",130,8,..,..,..,..,..,..,245,210,"1,638",346,146,404,..,98,..,..,"8,590",..,..,607,406,65,"1,200",..,"28,864",91,913,51,..,24,581,..,..,..,..,12,45,342,..,..,..,"1,698","1,790",77,"66,630","2,889","8,205",..,26,..,..,127,81,..,..,35,"25,038","158,901"
2010,Swaziland,..,..,..,..,..,57,..,..,..,..,..,20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,..,..,..,..,..,102,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,33,..,..,..,..,..,..,..,..,..,76,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,174,19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,369",..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,"7,576",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,135,..,..,..,..,..,..,..,..,..,..,..
2010,Western Africa,..,..,"5,377",..,..,399,..,..,28,..,..,16,..,..,..,..,..,..,..,75,..,"203,216",..,..,..,..,..,543,..,..,..,"597,045",..,473,..,"12,283",270,..,..,"1,119","10,874",..,..,472,..,..,..,..,"14,537",..,..,"314,541",..,800,..,..,..,..,365,..,..,..,..,..,110,..,36,..,..,12,..,..,..,..,"16,598",..,..,"15,211","8,568",..,684,"163,179",..,..,..,..,..,..,..,"135,920","26,859",..,..,..,..,..,..,543,..,..,56,..,..,16,300,..,36,..,..,3,..,15,..,..,..,"2,017",..,"87,459","1,571",..,..,3,..,..,..,..,"313,243",..,..,..,"32,263",..,..,..,..,..,..,..,..,"2,096",14,..,..,..,..,116,..,..,..,"113,731","89,521",..,..,..,..,26,..,..,..,..,..,11,21,979,..,..,261,..,..,..,838,580,..,..,..,..,..,..,..,941,848,"92,431",..,..,"28,925",..,..,..,..,..,..,237,..,553,8,67,308,..,..,124,75,85,..,..,..,3,"158,116",..,..,..,109,..,..,..,..,..,18,31,"1,157",4,"2,525",33,..,..,..,..,..,..,..,..,..,..
2010,Benin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,270",..,..,..,..,..,..,..,..,265,..,..,..,..,..,..,..,726,..,..,"5,328",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,708,..,..,..,..,..,..,"3,959",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,499,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"24,671","14,345",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"25,354",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Burkina Faso,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,964",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"264,754",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"19,895",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"24,575",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,868","2,648",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,758",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,436",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Cabo Verde,..,..,..,..,..,187,..,..,3,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,145,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,..,..,..,..,..,3,..,43,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103,..,..,3,3,..,30,21,..,..,..,..,..,..,..,208,"2,145",..,..,..,..,..,..,..,..,..,..,..,..,..,180,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,17,..,..,..,..,342,..,..,..,..,..,..,..,..,..,..,..,..,582,..,..,..,..,..,..,363,..,..,..,..,..,..,..,..,923,..,673,..,..,8,..,..,..,..,..,..,..,..,73,..,..,..,..,..,..,7,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,10,..,25,..,170,33,..,..,..,..,..,..,..,..,..,..
2010,Côte d'Ivoire,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"23,777",..,..,..,..,..,..,..,..,..,"548,615",..,127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,..,..,"25,135",..,..,..,..,..,..,..,"42,124",141,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"44,199","1,446",..,..,..,..,..,..,..,"153,031",..,..,..,"1,739",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"12,184","18,731",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,551",..,..,285,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"21,624",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Gambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"16,401","6,137",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,402,..,..,..,..,..,..,..,..,"3,278",..,..,..,465,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"57,794",..,..,"1,052",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Ghana,..,..,3,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,..,..,..,"6,248",..,..,..,..,..,5,..,..,..,"19,828",..,..,..,32,121,..,..,..,3,..,..,31,..,..,..,..,..,..,..,"13,135",..,..,..,..,..,..,12,..,..,..,..,..,14,..,..,..,..,12,..,..,..,..,78,..,..,..,11,..,..,..,..,..,..,..,..,..,..,42,..,..,..,..,..,..,..,275,..,..,..,..,..,16,74,..,16,..,..,3,..,..,..,..,..,319,..,"10,765",..,..,..,..,..,..,..,..,"1,228",..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,..,..,..,"1,386","24,244",..,..,..,..,26,..,..,..,..,..,11,21,..,..,..,..,..,..,..,31,201,..,..,..,..,..,..,..,..,..,23,..,..,974,..,..,..,..,..,..,..,..,..,8,..,5,..,..,..,53,20,..,..,..,..,"40,654",..,..,..,..,..,..,..,..,..,..,..,580,4,272,..,..,..,..,..,..,..,..,..,..,..
2010,Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,291,..,..,..,..,..,27,..,..,..,250,..,14,..,..,40,..,..,..,..,..,..,16,..,..,..,..,..,..,..,"6,504",..,757,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,195,..,..,..,126,..,..,..,..,..,..,..,..,..,..,..,"2,159",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,..,..,..,..,..,"16,151",..,..,..,..,..,..,..,..,"30,173",..,..,..,552,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108,63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,219,..,..,..,30,..,..,..,..,..,..,..,..,..,42,"1,407",..,..,"7,456",..,..,..,..,..,..,..,..,419,..,..,..,..,..,..,..,1,..,..,..,..,256,..,..,..,..,..,..,..,..,..,8,..,..,..,186,..,..,..,..,..,..,..,..,..,..,..
2010,Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,315,..,..,31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,..,700,..,..,..,..,..,..,..,..,..,..,"2,282",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,311,..,..,..,..,..,..,..,..,..,..,..,..,260,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,397,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,541",..,..,375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,169,..,..,..,..,..,..,..,..,..,..,..
2010,Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,..,58,..,..,..,..,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"12,255",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,315,..,105,"2,960",..,..,..,..,..,..,..,"15,728",262,..,..,..,..,..,..,109,..,..,..,..,..,..,23,..,..,..,..,..,..,..,..,..,..,248,..,..,..,..,..,..,..,..,..,..,354,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,136,"1,093",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106,..,..,"5,735",..,..,..,..,..,..,..,..,30,..,..,..,..,..,124,15,..,..,..,..,..,127,..,..,..,..,..,..,..,..,..,..,..,125,..,213,..,..,..,..,..,..,..,..,..,..,..
2010,Mali,..,..,"2,171",..,..,212,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,612",..,..,..,..,..,..,..,..,..,"10,987",..,..,..,"1,824",..,..,..,976,..,..,..,218,..,..,..,..,"13,722",..,..,"9,022",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,448",..,..,"14,821","1,940",..,..,"8,094",..,..,..,..,..,..,..,"8,319",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,068",..,..,..,..,..,..,..,..,..,..,..,..,"5,778",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,660","5,178",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,353,..,..,..,..,..,..,..,..,..,..,"2,487",..,..,"4,259",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,614",..,..,..,..,..,..,..,..,..,..,..,..,..,751,..,..,..,..,..,..,..,..,..,..,..
2010,Mauritania,..,..,552,..,..,..,..,..,25,..,..,..,..,..,..,..,..,..,..,25,..,222,..,..,..,..,..,58,..,..,..,..,..,..,..,137,15,..,..,..,18,..,..,104,..,..,..,..,..,..,..,229,..,..,..,..,..,..,55,..,..,..,..,..,96,..,..,..,..,..,..,..,..,..,..,..,..,34,..,..,..,113,..,..,..,..,..,..,..,"1,640",659,..,..,..,..,..,..,..,..,..,56,..,..,..,23,..,..,..,..,..,..,15,..,..,..,54,..,..,58,..,..,..,..,..,..,..,"3,546",..,..,..,..,..,..,..,..,..,..,..,..,139,..,..,..,..,..,..,..,..,..,71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,12,..,..,..,..,..,..,..,..,..,119,"16,025",..,..,..,..,..,..,..,..,..,..,..,31,..,67,..,..,..,..,..,64,..,..,..,..,83,..,..,..,109,..,..,..,..,..,..,31,..,..,43,..,..,..,..,..,..,..,..,..,..,..
2010,Niger,..,..,188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,162",..,..,..,..,..,..,..,..,..,"8,522",..,..,..,231,..,..,..,..,335,..,..,..,..,..,..,..,..,..,..,652,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,011",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,..,..,..,..,..,..,..,"22,726",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,288",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,429,..,..,..,..,..,..,..,..,..,..,..,..,..,..,303,..,..,..,..,..,..,..,..,..,"6,570",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"121,232",..,..,..,..,..,..,..,..,..,..,..,..,..,"9,262",..,..,..,..,"10,048",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"76,592",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,074",..,..,..,..,..,..,..,..,"55,441",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"38,827",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,402",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"50,870",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Saint Helena,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Senegal,..,..,"2,463",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,621",..,..,..,..,..,308,..,..,..,..,..,..,..,574,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,217",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,580",..,..,..,"2,660",..,398,368,..,..,..,..,..,..,..,"17,501","15,284",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,359,..,..,..,..,..,..,..,..,..,..,"14,079",..,..,..,"23,361",..,..,..,..,..,..,..,..,"1,957",..,..,..,..,..,..,..,..,..,738,206,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,687,..,..,..,"7,329",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,515,..,..,..,..,..,..,..,..,..,..,..,..,..,377,..,..,..,..,..,..,..,..,..,..,..
2010,Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158,..,..,..,..,..,..,..,..,..,12,..,1,..,..,21,..,..,..,..,..,..,6,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,383",..,60,424,..,..,..,..,..,..,..,"30,334",7,..,..,..,..,..,..,159,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,"1,037",..,"6,415",..,..,..,..,..,..,..,..,871,..,..,..,33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,757,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,49,..,..,..,..,..,..,..,..,..,..,246,..,..,..,..,..,..,..,..,..,186,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..,263,..,249,..,..,..,..,..,..,..,..,..,..,..
2010,Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,"34,923",..,..,..,..,..,..,..,..,..,"5,503",..,16,..,223,15,..,..,143,205,..,..,85,..,..,..,..,89,..,..,"1,414",..,..,..,..,..,..,298,..,..,..,..,..,..,..,36,..,..,..,..,..,..,..,423,..,..,353,409,..,91,"24,607",..,..,..,..,..,..,..,"1,341",65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,..,..,..,"3,439",..,..,..,71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"28,055","12,626",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,379,..,..,..,..,..,..,..,18,..,391,..,..,50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..,..,..,..,..,..,..,..
2010,ASIA,"2,073,826","1,881","24,807",..,..,40,..,..,"22,072","97,599",28,"31,035","11,069","144,580",..,"20,154","2,143,371",..,"70,825","8,872",..,..,..,"39,366",21,"1,336",5,"164,356",42,"11,864","276,172",..,..,..,"348,156",28,"30,492",..,..,10,"2,013",..,"1,884","2,467,877","133,613","59,062","1,767",..,..,..,31,7,219,104,..,"6,013","1,118","33,394",439,"3,976",5,..,10,233,"629,966",5,..,"8,000","1,386","76,591",..,..,106,"2,027","47,411",..,..,..,..,"64,082","279,428","1,112",..,"50,607",..,..,25,550,20,..,..,..,26,..,..,"8,082",62,"2,961,880","1,346,032","52,603","933,005","1,956",..,"39,846","10,147",10,"52,118","160,771","43,664","1,429",..,"34,615","17,147","505,033","3,533","54,178",..,..,"12,428",..,"6,221",35,5,5,"693,201",915,..,42,..,..,85,193,..,"2,563",..,..,"8,388",..,..,"88,253",10,"1,032,596",..,..,"507,344","20,413",..,"7,249",5,18,"7,724",..,..,"9,173","6,092","1,210,382",18,5,32,10,"36,124","684,307","51,951","1,568",28,"7,345","407,900","16,928",..,"73,912","2,048,841",2,..,..,..,..,..,..,..,..,"24,323",31,"1,570",17,..,"61,962",..,291,89,..,"93,819","10,679","5,760","4,193","311,584","1,465,890","168,232",68,50,"5,433","9,826","300,490","25,586","77,395","114,606","8,967",1,..,..,14,"15,524","62,425","6,808",..,..,385,"343,558","33,443","116,433",105,"167,138",13,"3,345","213,327",..,291,"155,189",..,..,"249,556",473,193
