Country Name,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
American Samoa,GDP growth (annual %),-0.401606426,-4.166666667,1.963534362,-2.613480055,-4.237288136,0.442477876,0.293685756,-4.39238653,-2.756508423,0.94488189,1.248049922,-2.619414484,-5.379746835
American Samoa,GDP (current US$),503000000,496000000,520000000,563000000,678000000,576000000,574000000,644000000,641000000,643000000,661000000,653000000,634000000
Antigua and Barbuda,"Personal remittances, received (% of GDP)",1.790808526,1.670322336,1.584815152,1.595140859,1.687455035,1.752556066,1.776869287,1.721645906,1.771062376,1.905482404,2.298744347,1.823373258,2.175551789
Antigua and Barbuda,"Personal remittances, received (current US$)",18305488.89,19325720.37,20783287.04,21828402.59,20658718.89,20197666.67,20292610,20856220,21127350.74,24305891.05,31244412.26,26705675.65,32852675.82
Antigua and Barbuda,GDP growth (annual %),6.412405164,12.72850745,9.25942056,-0.030133268,-12.10753619,-7.200024461,-2.079127047,3.506609222,-0.103864693,4.658127431,4.025736808,5.589740804,3.032606112
Antigua and Barbuda,GDP (current US$),1022191296,1157005444,1311401333,1368431037,1224253000,1152469074,1142042926,1211411704,1192919630,1275576778,1359194741,1464630213,1510084751
Australia,"Personal remittances, received (% of GDP)",0.135621178,0.136027849,0.157291314,0.144784784,0.143850129,0.162674303,0.175368756,0.155567965,0.151593778,0.156192325,0.160797141,0.169861979,0.150430087
Australia,"Personal remittances, received (current US$)",940407766.6,1014841491,1341851616,1526025147,1334648953,1864472761,2449287569,2405316867,2389397584,2292096914,2173205676,2055378172,2001928453
Australia,GDP growth (annual %),3.204198796,2.794529221,3.844300542,3.657943717,1.936905392,2.067520093,2.462724647,3.900900023,2.615722477,2.568707043,2.336075481,2.846754951,2.342582287
Australia,GDP (current US$),6.93408E+11,7.46054E+11,8.531E+11,1.054E+12,9.27805E+11,1.14614E+12,1.39665E+12,1.54615E+12,1.57618E+12,1.46748E+12,1.35152E+12,1.21003E+12,1.3308E+12
Austria,"Personal remittances, received (% of GDP)",0.732525211,0.748868185,0.750247792,0.741323904,0.774449037,0.761477614,0.753556535,0.739887738,0.758394024,0.7328022,0.749739163,0.742993069,0.718039929
Austria,"Personal remittances, received (current US$)",2314592277,2516186297,2916148987,3189874409,3099130505,2984175536,3248735269,3029287105,3261615417,3238957379,2862546684,2927785127,2993048744
Austria,GDP growth (annual %),2.244066812,3.454041032,3.727415176,1.460425193,-3.764580483,1.837094592,2.922797636,0.680444374,0.025504101,0.661274653,1.142980101,2.039574983,2.55088076
Austria,GDP (current US$),3.15974E+11,3.35999E+11,3.88691E+11,4.30294E+11,4.00172E+11,3.91893E+11,4.3112E+11,4.09425E+11,4.30069E+11,4.41996E+11,3.81806E+11,3.94053E+11,4.16836E+11
Azerbaijan,"Personal remittances, received (% of GDP)",4.705181625,3.765974905,3.83576948,3.107983275,2.832699889,2.66582974,2.870406812,2.856009747,2.336926018,2.453905665,2.392796472,1.698415998,2.773413677
Azerbaijan,"Personal remittances, received (current US$)",623235000,790214000,1267735000,1518327000,1254645000,1410296000,1893080000,1990180000,1733168000,1846424000,1269964000,643148000,1133371000
Azerbaijan,GDP growth (annual %),27.96153807,34.46620936,25.46321591,10.59143729,9.369502784,4.78883271,-1.572997621,2.202939023,5.84267327,2.797289382,1.050750982,-3.064200035,-0.282011197
Azerbaijan,GDP (current US$),13245716099,20982986344,33050343783,48852482960,44291490421,52902703376,65951627200,69683935845,74164435946,75244294275,53074468085,37867518957,40865558912
Burundi,"Personal remittances, received (% of GDP)",0.006405991,0.000900832,0.014005975,0.226153089,1.58478021,1.69766897,2.033399792,1.990035054,1.983968482,2.079345822,1.644155773,1.056914492,1.060709367
Burundi,"Personal remittances, received (current US$)",71562.16161,11470.97177,189948.9405,3645216.677,28232147.76,34498929.51,45463176.87,46433649.09,48639473.9,56262591.43,51041087.26,31276058.24,33650115.24
Burundi,GDP growth (annual %),0.900000001,5.413807145,3.45195249,4.861712995,3.812746937,5.124163303,4.032602496,4.446708222,4.924195261,4.240651644,-3.900003086,-0.600020001,0.500009999
Burundi,GDP (current US$),1117113046,1273375020,1356199365,1611835902,1781455092,2032135247,2235820868,2333308099,2451625333,2705783272,3104394858,2959185295,3172416146
Belgium,"Personal remittances, received (% of GDP)",1.778076582,1.773011808,1.906114332,2.020648129,2.195510205,2.140532096,2.099709778,2.134184339,2.154563814,2.152706822,2.185906895,2.1790008,2.15213135
Belgium,"Personal remittances, received (current US$)",6887659698,7266036389,8993449720,10479604488,10638406006,10350500806,11065648037,10625766977,11223671653,11426748456,9966431486,10234270242,10650934826
Belgium,GDP growth (annual %),2.094265657,2.506140238,3.448976401,0.783158196,-2.253171548,2.744231083,1.79830622,0.234778701,0.200661828,1.254676984,1.739580448,1.452552224,1.734389656
Belgium,GDP (current US$),3.87366E+11,4.09813E+11,4.71821E+11,5.18626E+11,4.84553E+11,4.83548E+11,5.27008E+11,4.97884E+11,5.20925E+11,5.30808E+11,4.5594E+11,4.69677E+11,4.94902E+11
Benin,"Personal remittances, received (% of GDP)",3.057660183,3.801740419,4.028381831,2.902445421,1.774647922,2.000405451,2.200648394,2.548593079,2.716175166,3.134237407,2.585446764,2.584527841,2.112032628
Benin,"Personal remittances, received (current US$)",146880908.5,195499968.6,240475668.6,207025261.2,125950289.5,139433078.8,171960451.4,207775439.4,248729820.8,304253965.5,214363421.4,221575699.2,195293256
Benin,GDP growth (annual %),1.711577628,3.947013747,5.986515522,4.889898637,2.32930121,2.110199297,2.962750351,4.816478241,7.189716312,6.351831941,2.095808383,3.96485991,5.837823305
Benin,GDP (current US$),4803702821,5142380779,5969535132,7132787397,7097198712,6970240895,7814081156,8152554487,9157355680,9707432016,8291155881,8573159697,9246696924
Burkina Faso,"Personal remittances, received (% of GDP)",1.036889905,1.16802369,1.24532834,1.186909983,1.146917558,1.340147182,2.058722684,1.880633726,2.581211156,3.19761164,3.693440853,3.647720678,3.374293691
Burkina Faso,"Personal remittances, received (current US$)",56642283.34,67935880.5,84324642.28,99340057.87,95987539,120344771.5,220778727,209992755.4,308381848.5,395780910.1,384830821.8,397104140.8,415809630.8
Burkina Faso,GDP growth (annual %),8.661861605,6.253158604,5.655005118,7.29449815,2.962014371,5.373373126,6.626865192,6.452698755,5.792589317,4.326837357,3.894548057,5.934135105,6.302096059
Burkina Faso,GDP (current US$),5462709498,5816310158,6771277871,8369637065,8369175126,8979966766,10724063458,11166063467,11947176342,12377391463,10419303761,10886363727,12322864245
Bangladesh,"Personal remittances, received (% of GDP)",6.685179339,7.557205064,8.242884912,9.757161286,10.26627609,9.412125648,9.383758248,10.58794022,9.245224563,8.669052862,7.840701094,6.130693205,5.405263404
Bangladesh,"Personal remittances, received (current US$)",4642385284,5427515429,6562316322,8940611606,10520653006,10850211617,12071073184,14119627034,13866954019,14987531479,15295536095,13574285886,13498232549
Bangladesh,GDP growth (annual %),6.535944941,6.671904981,7.058599357,6.013789759,5.045124794,5.571802274,6.46438388,6.521435078,6.013610365,6.061059359,6.552652796,7.113489474,7.284184092
Bangladesh,GDP (current US$),69442943089,71819083684,79611888213,91631278239,1.02478E+11,1.15279E+11,1.28638E+11,1.33356E+11,1.4999E+11,1.72885E+11,1.95079E+11,2.21415E+11,2.49724E+11
Bulgaria,"Personal remittances, received (% of GDP)",5.442295881,5.029094112,3.813323272,3.526338383,3.06795902,2.633685965,2.583126011,2.687938333,3.000548769,2.965332284,2.977491731,3.128362647,3.767697202
Bulgaria,"Personal remittances, received (current US$)",1612912427,1716435981,1693553171,1918650334,1591794628,1332910000,1483190000,1448880000,1666960000,1684740000,1494740000,1665570000,2193590000
Bulgaria,GDP growth (annual %),7.123511076,6.874358379,7.344421909,6.021883402,-3.586145625,1.324087801,1.914905853,0.030969869,0.493921421,1.837521148,3.471186041,3.936758149,3.811248158
Bulgaria,GDP (current US$),29636617750,34130122491,44411476557,54409138498,51884481410,50610058210,57418414504,53903022339,55555171010,56814543481,50201314895,53240950226,58220973783
Bahrain,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Bahrain,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Bahrain,GDP growth (annual %),6.768939709,6.468567672,8.292443822,6.245128341,2.539772469,4.334407088,1.983823256,3.732251521,5.416503715,4.34984233,2.861967825,3.470923702,3.803522262
Bahrain,GDP (current US$),15968726862,18505053191,21730000000,25710877660,22938218085,25713271277,28776595745,30749308511,32539547872,33387712766,31125851064,32250132979,35432686170
"Bahamas, The","Personal remittances, received (% of GDP)",,,,,,,,,,,,,
"Bahamas, The","Personal remittances, received (current US$)",,,,,,,,,,,,,
"Bahamas, The",GDP growth (annual %),3.395355597,2.516849119,1.446544635,-2.323966973,-4.175260401,1.538777407,0.612897452,3.08668686,-0.410428618,-0.147988573,1.044959524,-1.689549856,1.437191339
"Bahamas, The",GDP (current US$),9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10627600000,10957300000,11792300000,11838800000,12162100000
Bosnia and Herzegovina,"Personal remittances, received (% of GDP)",18.15682427,16.7042815,17.0255092,14.21912254,12.07592165,10.60911711,10.50286512,10.71417846,10.7708945,11.35413688,11.11005999,10.91443862,11.15404436
Bosnia and Herzegovina,"Personal remittances, received (current US$)",2037731948,2148940834,2686415541,2717663874,2127033059,1822304847,1958230200,1845715377,1957987470,2107139725,1801111958,1845995097,2016664396
Bosnia and Herzegovina,GDP growth (annual %),8.7592567,5.417269684,5.855584939,5.4267266,-3.002752537,0.872151023,0.958953088,-0.821729266,2.351034014,1.148038011,3.088223761,3.145658092,3.163559487
Bosnia and Herzegovina,GDP (current US$),11222953519,12864610994,15778767670,19112739664,17613836210,17176781337,18644723861,17226849297,18178503835,18558343508,16211541253,16913330694,18080118128
Belarus,"Personal remittances, received (% of GDP)",0.657451154,0.725761035,0.636741512,0.959951553,0.990288216,0.980651372,1.442085307,1.60325547,1.606689245,1.56228906,1.649994478,2.046407398,2.291025039
Belarus,"Personal remittances, received (current US$)",198600000,268200000,288300000,583300000,503800000,575300000,890600000,1053100000,1213500000,1231300000,931500000,976600000,1253800000
Belarus,GDP growth (annual %),9.400001524,9.999994812,8.600006536,10.19999944,0.19999531,7.798266823,5.37870745,1.687135536,1.003470841,1.726384854,-3.829570558,-2.526446436,2.5321835
Belarus,GDP (current US$),30207567317,36954312354,45277399814,60763483146,50874078052,58665088956,61757788945,65685102555,75527984234,78813839984,56454734397,47722657821,54726595249
Belize,"Personal remittances, received (% of GDP)",4.011238067,5.241477042,5.665777017,5.58874746,5.885063789,5.594100112,5.066848457,4.856394308,4.625700114,4.74521662,4.808173214,5.350854196,4.843433881
Belize,"Personal remittances, received (current US$)",44693322.84,63811950.79,73119263.19,76489003.31,78578401.6,78134569.59,75323553.82,75945646.69,74401710.37,80334417.62,84744074.54,96671006.68,90214516.3
Belize,GDP growth (annual %),2.578008809,4.58160037,1.105586127,3.228855669,0.670801477,3.383471706,2.162606822,2.937812628,0.851934628,3.692371465,3.431950484,-0.58802365,1.437288946
Belize,GDP (current US$),1114202700,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800
Bermuda,"Personal remittances, received (% of GDP)",,21.8401311,24.59926047,22.76262286,23.18255808,21.95899879,21.17348097,21.5037033,21.97614153,,,,
Bermuda,"Personal remittances, received (current US$)",,1182490000,1450138212,1390779867,1346066952,1261415801,1175291441,1190775527,1224886398,1335682710,1445391572,1445943330,1505955305
Bermuda,GDP growth (annual %),1.674207149,5.543865928,2.845890114,1.52789391,-5.284177149,-2.094113534,-3.33949441,-4.834540171,-2.511154431,,,,
Bermuda,GDP (current US$),4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5537537000,5573710000,,,,
Bolivia,"Personal remittances, received (% of GDP)",3.529556061,5.265289553,8.043840312,6.805183849,6.101098489,4.886670517,4.35252341,4.100250135,3.918347643,3.566976414,3.608942542,3.672932808,3.753793537
Bolivia,"Personal remittances, received (current US$)",337040056.7,602974070.7,1055366582,1134718447,1057930000,960212746.8,1042996647,1110532147,1201339479,1176966248,1190958194,1246634759,1407996989
Bolivia,GDP growth (annual %),4.421434767,4.797009171,4.564382752,6.148497195,3.357001259,4.126719369,5.204095947,5.122274661,6.796011706,5.460567154,4.857188015,4.263919504,4.195209367
Bolivia,GDP (current US$),9549077869,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258
Brazil,"Personal remittances, received (% of GDP)",0.314632464,0.296771617,0.236613774,0.214797278,0.17331285,0.139564554,0.122872881,0.112935455,0.109902458,0.107814126,0.160741696,0.15252597,0.13141689
Brazil,"Personal remittances, received (current US$)",2805358000,3287162000,3305694000,3642585000,2889159500,3082801866,3214602243,2784072055,2717675069,2647908513,2896909952,2739786527,2698770651
Brazil,GDP growth (annual %),3.20213138,3.961988722,6.069870608,5.094195447,-0.125811999,7.52822583,3.974423079,1.921175986,3.004822669,0.50395574,-3.545763393,-3.305454313,1.063861259
Brazil,GDP (current US$),8.9163E+11,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79628E+12,2.05359E+12
Barbados,"Personal remittances, received (% of GDP)",2.423611829,2.091426385,2.968038612,2.115446483,2.555298375,1.80729809,3.160189367,2.600929821,2.348340169,2.350454941,2.362863133,2.391609505,2.31768889
Barbados,"Personal remittances, received (current US$)",94455423.8,87348422.95,138674184,101160650.8,114476089.5,81868796.19,147293266.2,121108395.7,108317190.3,108317190.3,108317190.3,108317190.3,108317190.3
Barbados,GDP growth (annual %),3.975204172,5.668590896,1.764284435,0.1232069,-3.972927837,0.265446224,0.657294139,0.281153637,0.009044044,0.018086453,0.904159132,2.007168459,1
Barbados,GDP (current US$),3897300000,4176500000,4672250000,4782000000,4479950000,4529900000,4660900000,4656350000,4612500000,4608350000,4584150000,4529050000,4673500000
Brunei Darussalam,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Brunei Darussalam,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Brunei Darussalam,GDP growth (annual %),0.387507208,4.397719678,0.154581812,-1.939714638,-1.764535541,2.598965746,3.745318352,0.912841671,-2.126028517,-2.34974675,-0.566814609,-2.465514923,1.328751422
Brunei Darussalam,GDP (current US$),9531402848,11470703002,12247694247,14393099069,10732366286,13707370737,18525319978,19048495519,18093829923,17098342541,12930394938,11400653949,12128089000
Bhutan,"Personal remittances, received (% of GDP)",,0.249399014,0.245218583,0.282034459,0.384793012,0.521830602,0.574689055,0.994944834,0.656401175,0.722953328,0.954287467,1.547228517,1.70702901
Bhutan,"Personal remittances, received (current US$)",,2238933.573,2933039.377,3548930.805,4866701.168,8273480.865,10460534,18144730.43,11804283.71,14292342.89,19656507.92,34343456.66,43153828.43
Bhutan,GDP growth (annual %),7.12255965,6.849365932,17.92582494,4.768354226,6.657223796,11.73085436,7.890913893,5.071709815,2.142496554,5.745455168,6.644564258,8.022101221,4.629101391
Bhutan,GDP (current US$),818869145.1,897731524.9,1196091805,1258332337,1264758198,1585472534,1820207626,1823692110,1798333726,1976938530,2059809920,2219675781,2528007911
Botswana,"Personal remittances, received (% of GDP)",1.185608276,1.025569163,0.842776378,0.427801778,0.148133247,0.174567437,0.132946318,0.125890911,0.241610955,0.283821367,0.208351795,0.157369305,0.208735922
Botswana,"Personal remittances, received (current US$)",117744357.8,103858779,92191757.75,46823206.01,15209037.78,22321334.8,20409881.87,20227088.09,36004262.29,46123101.58,30045587.78,24622510.26,36333755.67
Botswana,GDP growth (annual %),4.556645657,8.363871069,8.276763793,6.245437363,-7.652310203,8.563631748,6.048316367,4.456167213,11.34342425,4.149289893,-1.697965616,4.303773353,2.90753491
Botswana,GDP (current US$),9931134941,10126940513,10939053365,10945070442,10267133178,12786654366,15351972230,16067155187,14901750765,16250750259,14420604206,15646323341,17406565823
Central African Republic,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Central African Republic,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Central African Republic,GDP growth (annual %),0.908210515,4.77108543,4.607534855,2.054130962,8.587260426,4.630818432,4.194615337,5.053761254,-36.03742608,0.117267103,4.56280844,5.006285824,4.457283162
Central African Republic,GDP (current US$),1337362392,1460561215,1697565949,1985240986,2059094048,2140503193,2434792413,2510270268,1700627480,1904794555,1709221159,1844714795,2167501640
Canada,"Personal remittances, received (% of GDP)",0.079820602,0.082535347,0.080367661,0.083883423,0.087157908,0.074314543,0.068580058,0.068796423,0.072582082,0.074919356,0.0820365,0.084465214,0.080541132
Canada,"Personal remittances, received (current US$)",933388577.2,1085682503,1177367901,1299464292,1195068280,1199096963,1226993701,1254823843,1336975325,1349657304,1273944753,1289535097,1326405510
Canada,GDP growth (annual %),3.20119986,2.623561174,2.062411488,1.001059411,-2.949450662,3.082591592,3.141950887,1.753890418,2.319882289,2.858996461,0.674305601,1.100471479,2.985033351
Canada,GDP (current US$),1.16936E+12,1.31542E+12,1.46498E+12,1.54913E+12,1.37115E+12,1.61354E+12,1.78914E+12,1.82397E+12,1.84202E+12,1.80148E+12,1.5529E+12,1.52671E+12,1.64687E+12
Central Europe and the Baltics,"Personal remittances, received (% of GDP)",1.888445201,2.01313216,1.909972545,1.705304333,1.587722749,1.528490208,1.543041149,1.616784804,1.948722159,1.978733203,2.054091909,2.096481664,2.061087562
Central Europe and the Baltics,"Personal remittances, received (current US$)",16712296223,20148964406,24152663935,26096361795,20446548247,20058478102,22299511683,21843092666,27709339189,28982874968,26443575390,27581888752,30000531673
Central Europe and the Baltics,GDP growth (annual %),4.991550266,6.565177621,6.440984763,3.890738595,-3.450058197,1.556048138,3.206921858,0.74300415,1.337720587,3.048592204,3.830079284,3.141229893,4.720690224
Central Europe and the Baltics,GDP (current US$),8.84976E+11,1.00088E+12,1.26456E+12,1.53031E+12,1.28779E+12,1.31231E+12,1.44517E+12,1.35102E+12,1.42192E+12,1.46472E+12,1.28736E+12,1.31563E+12,1.45557E+12
Switzerland,"Personal remittances, received (% of GDP)",0.421219038,0.416591234,0.374154712,0.399508445,0.432426777,0.427320198,0.37383117,0.362314684,0.353964906,0.339287537,0.370234809,0.376628659,0.361676133
Switzerland,"Personal remittances, received (current US$)",1721477365,1795179912,1795617230,2214728946,2341619109,2494622577,2615246749,2420420106,2437063152,2406168041,2516975789,2524093963,2455655891
Switzerland,GDP growth (annual %),3.11524553,3.988634221,4.111877812,2.154701861,-2.222107121,3.002699108,1.692808495,1.006024097,1.852039757,2.449218097,1.333369086,1.601223556,1.616692155
Switzerland,GDP (current US$),4.08689E+11,4.30921E+11,4.79913E+11,5.54363E+11,5.41507E+11,5.83783E+11,6.9958E+11,6.68044E+11,6.88504E+11,7.09183E+11,6.79832E+11,6.70181E+11,6.78965E+11
Channel Islands,"Personal remittances, received (% of GDP)",,,,,,,,,,,,,
Channel Islands,"Personal remittances, received (current US$)",,,,,,,,,,,,,
Channel Islands,GDP growth (annual %),1.377734157,4.882299364,5.898329661,,,,,,,,,,
Channel Islands,GDP (current US$),8827272727,9676172953,11514605842,,,,,,,,,,
Chile,"Personal remittances, received (% of GDP)",0.01057213,,,,0.030128316,0.028519091,0.028113705,0.02696519,0.025543156,0.023264115,0.024185158,0.02578539,0.023957733
Chile,"Personal remittances, received (current US$)",13000000,,,,51938053.68,62324923.11,70917381.9,72030040.74,71108144.91,60612706.42,58992215.84,64551112.66,66541753.59
Chile,GDP growth (annual %),5.742830489,6.317176343,4.905324504,3.529530553,-1.564239443,5.844177296,6.110918829,5.318628,4.045004298,1.766739784,2.303767036,1.670540173,1.279183341
Chile,GDP (current US$),1.22965E+11,1.54788E+11,1.73606E+11,1.79638E+11,1.72389E+11,2.18538E+11,2.52252E+11,2.67122E+11,2.78384E+11,2.60542E+11,2.43919E+11,2.5034E+11,2.77746E+11
China,"Personal remittances, received (% of GDP)",0.145980386,0.156950792,0.192463962,0.19886671,0.180517973,0.224013018,0.219405026,0.200013617,0.185886635,0.286539417,0.403478066,0.316266436,0.23614282
China,"Personal remittances, received (current US$)",3337061829,4319492609,6833129702,9136546900,9209489821,13636040942,16568371453,17065623287,17790105219,29910500593,44445297190,35225583770,28675983092
China,GDP growth (annual %),11.39577594,12.71947902,14.23138804,9.654289373,9.399813171,10.63614046,9.55091409,7.859627493,7.768615284,7.299518921,6.90531667,6.736675253,6.757007611
China,GDP (current US$),2.28597E+12,2.75213E+12,3.55034E+12,4.59431E+12,5.1017E+12,6.08716E+12,7.5515E+12,8.53223E+12,9.57041E+12,1.04385E+13,1.10155E+13,1.11379E+13,1.21435E+13
Cote d'Ivoire,"Personal remittances, received (% of GDP)",0.955074788,0.936816307,0.907863966,0.82112302,1.29782,1.500843925,1.562562684,1.370284606,1.230383199,1.094953709,1.014897388,0.969495443,0.899264464
Cote d'Ivoire,"Personal remittances, received (current US$)",163173835.6,166761616.6,184692541.2,198916275.6,315078177,373477565.8,396603659.8,367107164.6,384669276.4,386699267.3,336246809.7,342202603.8,342202592
Cote d'Ivoire,GDP growth (annual %),1.721247367,1.515842364,1.765036784,2.542841476,3.251453719,2.017638592,-4.387254788,10.7065041,8.889421302,8.79407739,8.84285995,7.971751186,7.702089422
